#DUKE weather file,,,,,,
$state_name=North Carolina,,,,,,
$city_name=Charlotte,,,,,,
$lat_deg=35,,,,,,
$lat_min=13,,,,,,
$long_deg=-80,,,,,,
$long_min=56,,,,,,
$timezone_offset=-4,,,,,,
temperature,wind_speed,humidity,solar_dir,solar_diff,solar_global,
#month:day:hour:minute:second,,,,,,
05:05:22:07:00,76.5,9.8,51.25,0,0,0
05:05:22:12:00,76.3,9.6,51.67,0,0,0
05:05:22:17:00,76.2,9.4,52.08,0,0,0
05:05:22:22:00,76,9.2,52.5,0,0,0
05:05:22:27:00,75.8,9.1,52.92,0,0,0
05:05:22:32:00,75.7,8.9,53.33,0,0,0
05:05:22:37:00,75.5,8.7,53.75,0,0,0
05:05:22:42:00,75.3,8.5,54.17,0,0,0
05:05:22:47:00,75.2,8.3,54.58,0,0,0
05:05:22:52:00,75,8.1,55,0,0,0
05:05:22:57:00,74.7,8,55.75,0,0,0
05:05:23:02:00,74.5,7.9,56.5,0,0,0
05:05:23:07:00,74.2,7.8,57.25,0,0,0
05:05:23:12:00,74,7.7,58,0,0,0
05:05:23:17:00,73.7,7.6,58.75,0,0,0
05:05:23:22:00,73.5,7.5,59.5,0,0,0
05:05:23:27:00,73.2,7.4,60.25,0,0,0
05:05:23:32:00,73,7.3,61,0,0,0
05:05:23:37:00,72.7,7.2,61.75,0,0,0
05:05:23:42:00,72.5,7.1,62.5,0,0,0
05:05:23:47:00,72.2,7,63.25,0,0,0
05:05:23:52:00,72,6.9,64,0,0,0
05:05:23:57:00,71.8,6.7,64.33,0,0,0
05:06:00:02:00,71.7,6.5,64.67,0,0,0
05:06:00:07:00,71.5,6.3,65,0,0,0
05:06:00:12:00,71.3,6.1,65.33,0,0,0
05:06:00:17:00,71.2,5.9,65.67,0,0,0
05:06:00:22:00,71,5.7,66,0,0,0
05:06:00:27:00,70.8,5.6,66.33,0,0,0
05:06:00:32:00,70.7,5.4,66.67,0,0,0
05:06:00:37:00,70.5,5.2,67,0,0,0
05:06:00:42:00,70.3,5,67.33,0,0,0
05:06:00:47:00,70.2,4.8,67.67,0,0,0
05:06:00:52:00,70,4.6,68,0,0,0
05:06:00:57:00,69.9,4.8,68.42,0,0,0
05:06:01:02:00,69.8,5,68.83,0,0,0
05:06:01:07:00,69.8,5.2,69.25,0,0,0
05:06:01:12:00,69.7,5.4,69.67,0,0,0
05:06:01:17:00,69.6,5.6,70.08,0,0,0
05:06:01:22:00,69.5,5.8,70.5,0,0,0
05:06:01:27:00,69.5,5.9,70.92,0,0,0
05:06:01:32:00,69.4,6.1,71.33,0,0,0
05:06:01:37:00,69.3,6.3,71.75,0,0,0
05:06:01:42:00,69.2,6.5,72.17,0,0,0
05:06:01:47:00,69.2,6.7,72.58,0,0,0
05:06:01:52:00,69.1,6.9,73,0,0,0
05:06:01:57:00,69,7,73.25,0,0,0
05:06:02:02:00,68.9,7.1,73.5,0,0,0
05:06:02:07:00,68.8,7.2,73.75,0,0,0
05:06:02:12:00,68.7,7.3,74,0,0,0
05:06:02:17:00,68.6,7.4,74.25,0,0,0
05:06:02:22:00,68.5,7.5,74.5,0,0,0
05:06:02:27:00,68.5,7.6,74.75,0,0,0
05:06:02:32:00,68.4,7.7,75,0,0,0
05:06:02:37:00,68.3,7.8,75.25,0,0,0
05:06:02:42:00,68.2,7.9,75.5,0,0,0
05:06:02:47:00,68.1,8,75.75,0,0,0
05:06:02:52:00,68,8.1,76,0,0,0
05:06:02:57:00,67.8,7.9,76.58,0,0,0
05:06:03:02:00,67.7,7.7,77.17,0,0,0
05:06:03:07:00,67.5,7.5,77.75,0,0,0
05:06:03:12:00,67.4,7.3,78.33,0,0,0
05:06:03:17:00,67.2,7.1,78.92,0,0,0
05:06:03:22:00,67.1,6.9,79.5,0,0,0
05:06:03:27:00,66.9,6.8,80.08,0,0,0
05:06:03:32:00,66.8,6.6,80.67,0,0,0
05:06:03:37:00,66.6,6.4,81.25,0,0,0
05:06:03:42:00,66.5,6.2,81.83,0,0,0
05:06:03:47:00,66.3,6,82.42,0,0,0
05:06:03:52:00,66.2,5.8,83,0,0,0
05:06:03:57:00,66.3,6.1,82.83,0,0,0
05:06:04:02:00,66.3,6.4,82.67,0.01,0.08,0.06
05:06:04:07:00,66.4,6.7,82.5,0.02,0.28,0.2
05:06:04:12:00,66.4,6.9,82.33,0.04,0.47,0.34
05:06:04:17:00,66.5,7.2,82.17,0.06,0.67,0.48
05:06:04:22:00,66.6,7.5,82,0.08,0.87,0.62
05:06:04:27:00,66.6,7.8,81.83,0.1,1.07,0.76
05:06:04:32:00,66.7,8.1,81.67,0.11,1.26,0.9
05:06:04:37:00,66.7,8.4,81.5,0.13,1.46,1.04
05:06:04:42:00,66.8,8.6,81.33,0.15,1.66,1.18
05:06:04:47:00,66.8,8.9,81.17,0.17,1.86,1.32
05:06:04:52:00,66.9,9.2,81,0.18,2.05,1.47
05:06:04:57:00,67,9,80.75,0.2,2.25,1.61
05:06:05:02:00,67.1,8.8,80.5,0.59,2.61,1.95
05:06:05:07:00,67.2,8.6,80.25,1.53,3.23,2.61
05:06:05:12:00,67.3,8.4,80,2.47,3.84,3.27
05:06:05:17:00,67.4,8.2,79.75,3.41,4.45,3.93
05:06:05:22:00,67.5,8,79.5,4.36,5.06,4.59
05:06:05:27:00,67.5,7.9,79.25,5.3,5.67,5.24
05:06:05:32:00,67.6,7.7,79,6.24,6.29,5.9
05:06:05:37:00,67.7,7.5,78.75,7.18,6.9,6.56
05:06:05:42:00,67.8,7.3,78.5,8.12,7.51,7.22
05:06:05:47:00,67.9,7.1,78.25,9.07,8.12,7.87
05:06:05:52:00,68,6.9,78,10.01,8.73,8.53
05:06:05:57:00,68,9.4,81.57,10.43,9.61,8.8
05:06:05:59:00,68,10.4,83,10.57,9.97,8.9
05:06:06:04:00,68,9.8,83,11.74,10.64,10
05:06:06:09:00,68,9.2,83,12.98,11.32,11.23
05:06:06:14:00,68,8.6,83,14.23,12,12.45
05:06:06:19:00,68,8,83,15.47,12.68,13.68
05:06:06:24:00,68,7.4,83,16.72,13.35,14.9
05:06:06:29:00,68,6.8,83,17.96,14.03,16.13
05:06:06:34:00,68,6.2,83,19.2,14.71,17.36
05:06:06:39:00,68,5.6,83,20.45,15.39,18.58
05:06:06:44:00,68,5,83,21.69,16.06,19.81
05:06:06:47:00,68,4.6,83,22.44,16.47,20.54
05:06:06:52:00,68,5.8,81,23.68,17.15,21.77
05:06:06:57:00,68.1,5.9,80.75,24.92,17.83,22.99
05:06:07:02:00,68.2,6,80.5,25.99,18.47,24.27
05:06:07:07:00,68.3,6.1,80.25,26.79,19.05,25.63
05:06:07:12:00,68.4,6.2,80,27.59,19.64,26.99
05:06:07:17:00,68.5,6.3,79.75,28.4,20.22,28.35
05:06:07:22:00,68.6,6.4,79.5,29.2,20.81,29.7
05:06:07:27:00,68.6,6.4,79.25,30,21.39,31.06
05:06:07:32:00,68.7,6.5,79,30.8,21.98,32.42
05:06:07:37:00,68.8,6.6,78.75,31.6,22.56,33.78
05:06:07:42:00,68.9,6.7,78.5,32.4,23.15,35.14
05:06:07:47:00,69,6.8,78.25,33.21,23.73,36.5
05:06:07:52:00,69.1,6.9,78,34.01,24.32,37.85
05:06:07:57:00,69.2,6.9,78,34.81,24.9,39.21
05:06:08:02:00,69.3,6.9,78,35.49,25.43,40.52
05:06:08:07:00,69.4,6.9,78,36,25.86,41.74
05:06:08:12:00,69.5,6.9,78,36.51,26.29,42.97
05:06:08:17:00,69.6,6.9,78,37.02,26.72,44.19
05:06:08:22:00,69.7,6.9,78,37.53,27.15,45.42
05:06:08:25:00,69.8,6.9,78,37.83,27.41,46.15
05:06:08:30:00,70,6.9,77.44,38.85,27.64,47.93
05:06:08:35:00,70.3,6.9,76.89,39.88,27.87,49.73
05:06:08:40:00,70.5,6.9,76.33,40.92,28.09,51.56
05:06:08:45:00,70.8,6.9,75.78,41.98,28.3,53.42
05:06:08:50:00,71,6.9,75.22,43.04,28.51,55.31
05:06:08:52:00,71.1,6.9,75,43.48,28.59,56.07
05:06:08:57:00,71.1,7,74.82,43.75,29.11,57.07
05:06:09:02:00,71.2,7.1,74.64,43.94,29.58,57.92
05:06:09:07:00,71.2,7.2,74.45,43.98,29.97,58.57
05:06:09:12:00,71.3,7.3,74.27,44.02,30.36,59.21
05:06:09:17:00,71.3,7.4,74.09,44.06,30.75,59.84
05:06:09:22:00,71.4,7.6,73.91,44.09,31.14,60.46
05:06:09:27:00,71.4,7.7,73.73,44.12,31.53,61.07
05:06:09:32:00,71.5,7.8,73.55,44.15,31.93,61.67
05:06:09:37:00,71.5,7.9,73.36,44.17,32.33,62.26
05:06:09:42:00,71.6,8,73.18,44.18,32.73,62.84
05:06:09:47:00,71.6,8.1,73,44.2,33.13,63.4
05:06:09:52:00,71.1,6.9,75,44.5,33.42,64.33
05:06:09:57:00,71.2,7.5,74.72,44.79,33.7,65.25
05:06:10:02:00,71.2,8.2,74.44,45.02,33.94,66.01
05:06:10:07:00,71.3,8.8,74.17,45.13,34.09,66.52
05:06:10:12:00,71.4,9.5,73.89,45.24,34.25,67.03
05:06:10:17:00,71.4,10.1,73.61,45.35,34.4,67.54
05:06:10:22:00,71.5,10.7,73.33,45.46,34.55,68.05
05:06:10:27:00,71.6,11.4,73.06,45.57,34.71,68.57
05:06:10:28:00,71.6,11.5,73,45.59,34.74,68.67
05:06:10:33:00,71.7,10.3,73,45.7,34.89,69.18
05:06:10:38:00,71.8,9.1,73,45.81,35.05,69.69
05:06:10:43:00,71.9,7.9,73,45.92,35.2,70.2
05:06:10:48:00,71.9,6.7,73,46.03,35.36,70.71
05:06:10:52:00,72,5.8,73,46.12,35.48,71.12
05:06:10:57:00,72.2,5.8,72.41,46.23,35.63,71.64
05:06:11:02:00,72.4,5.8,71.82,46.32,35.74,72
05:06:11:07:00,72.6,5.8,71.24,46.36,35.77,72.15
05:06:11:12:00,72.8,5.8,70.65,46.41,35.8,72.29
05:06:11:17:00,73,5.8,70.06,46.45,35.83,72.44
05:06:11:22:00,73.2,5.8,69.47,46.49,35.86,72.58
05:06:11:26:00,73.4,5.8,69,46.53,35.89,72.7
05:06:11:31:00,73.3,6.7,68.81,46.57,35.92,72.84
05:06:11:36:00,73.2,7.6,68.62,46.62,35.95,72.99
05:06:11:41:00,73.2,8.5,68.42,46.66,35.98,73.13
05:06:11:46:00,73.1,9.3,68.23,46.71,36.01,73.28
05:06:11:51:00,73,10.2,68.04,46.75,36.04,73.42
05:06:11:52:00,73,10.4,68,46.76,36.05,73.45
05:06:11:57:00,73.1,10.1,68.24,46.8,36.08,73.6
05:06:12:02:00,73.2,9.8,68.48,46.81,36.07,73.58
05:06:12:07:00,73.3,9.5,68.71,46.75,35.99,73.31
05:06:12:12:00,73.4,9.3,68.95,46.68,35.92,73.05
05:06:12:13:00,73.4,9.2,69,46.67,35.91,73
05:06:12:18:00,73.6,9.4,68.62,46.61,35.84,72.73
05:06:12:23:00,73.8,9.5,68.23,46.55,35.76,72.47
05:06:12:28:00,74,9.7,67.85,46.49,35.69,72.2
05:06:12:33:00,74.2,9.8,67.46,46.43,35.62,71.94
05:06:12:38:00,74.4,10,67.08,46.37,35.55,71.67
05:06:12:43:00,74.6,10.1,66.69,46.31,35.48,71.4
05:06:12:48:00,74.8,10.3,66.31,46.25,35.4,71.14
05:06:12:52:00,75,10.4,66,46.2,35.35,70.93
05:06:12:57:00,75.3,9.9,65.5,46.41,35.16,71.03
05:06:13:02:00,75.5,9.4,65,46.57,34.93,70.96
05:06:13:07:00,75.8,8.9,64.5,46.65,34.62,70.63
05:06:13:12:00,76,8.5,64,46.72,34.32,70.3
05:06:13:17:00,76.3,8,63.5,46.8,34.01,69.96
05:06:13:22:00,76.6,7.5,63,46.87,33.71,69.61
05:06:13:27:00,76.8,7,62.5,46.93,33.41,69.25
05:06:13:32:00,77.1,6.5,62,47,33.11,68.89
05:06:13:37:00,77.3,6,61.5,47.06,32.81,68.52
05:06:13:42:00,77.6,5.6,61,47.12,32.52,68.14
05:06:13:47:00,77.8,5.1,60.5,47.18,32.22,67.76
05:06:13:52:00,78.1,4.6,60,47.24,31.93,67.37
05:06:13:57:00,78.1,5.1,59.5,47.03,31.74,66.64
05:06:14:02:00,78.1,5.6,59,46.76,31.5,65.78
05:06:14:07:00,78.1,6.1,58.5,46.4,31.18,64.7
05:06:14:12:00,78.1,6.5,58,46.04,30.87,63.62
05:06:14:17:00,78.1,7,57.5,45.68,30.55,62.54
05:06:14:22:00,78.1,7.5,57,45.32,30.24,61.45
05:06:14:27:00,78.1,8,56.5,44.96,29.92,60.37
05:06:14:32:00,78.1,8.5,56,44.59,29.6,59.29
05:06:14:37:00,78.1,9,55.5,44.23,29.29,58.21
05:06:14:42:00,78.1,9.4,55,43.87,28.97,57.13
05:06:14:47:00,78.1,9.9,54.5,43.51,28.66,56.05
05:06:14:52:00,78.1,10.4,54,43.15,28.34,54.97
05:06:14:57:00,78.1,10,54.17,42.79,28.03,53.89
05:06:15:02:00,78.1,9.6,54.33,42.32,27.65,52.69
05:06:15:07:00,78.1,9.2,54.5,41.68,27.19,51.32
05:06:15:12:00,78.1,8.9,54.67,41.05,26.72,49.96
05:06:15:17:00,78.1,8.5,54.83,40.42,26.26,48.59
05:06:15:22:00,78.1,8.1,55,39.78,25.79,47.22
05:06:15:27:00,78.1,7.7,55.17,39.15,25.33,45.85
05:06:15:32:00,78.1,7.3,55.33,38.52,24.87,44.48
05:06:15:37:00,78.1,6.9,55.5,37.88,24.4,43.11
05:06:15:42:00,78.1,6.6,55.67,37.25,23.94,41.74
05:06:15:47:00,78.1,6.2,55.83,36.61,23.47,40.37
05:06:15:52:00,78.1,5.8,56,35.98,23.01,39
05:06:15:57:00,78.3,6.1,55.67,35.35,22.55,37.63
05:06:16:02:00,78.4,6.4,55.33,34.56,22.02,36.23
05:06:16:07:00,78.6,6.7,55,33.56,21.41,34.79
05:06:16:12:00,78.8,6.9,54.67,32.55,20.8,33.35
05:06:16:17:00,78.9,7.2,54.33,31.54,20.19,31.9
05:06:16:22:00,79.1,7.5,54,30.54,19.58,30.46
05:06:16:27:00,79.3,7.8,53.67,29.53,18.96,29.02
05:06:16:32:00,79.4,8.1,53.33,28.52,18.35,27.57
05:06:16:37:00,79.6,8.4,53,27.52,17.74,26.13
05:06:16:42:00,79.8,8.6,52.67,26.51,17.13,24.69
05:06:16:47:00,79.9,8.9,52.33,25.5,16.52,23.24
05:06:16:52:00,80.1,9.2,52,24.5,15.9,21.8
05:06:16:57:00,80,9.4,51.83,23.62,15.24,20.46
05:06:17:02:00,79.9,9.6,51.67,22.55,14.56,19.22
05:06:17:07:00,79.8,9.8,51.5,21.21,13.86,18.15
05:06:17:12:00,79.7,10,51.33,19.85,13.16,17.07
05:06:17:17:00,79.6,10.2,51.17,18.47,12.46,15.97
05:06:17:22:00,79.5,10.4,51,17.08,11.77,14.87
05:06:17:27:00,79.5,10.5,50.83,15.67,11.09,13.75
05:06:17:32:00,79.4,10.7,50.67,14.24,10.41,12.62
05:06:17:37:00,79.3,10.9,50.5,12.8,9.73,11.48
05:06:17:42:00,79.2,11.1,50.33,11.34,9.06,10.33
05:06:17:47:00,79.1,11.3,50.17,9.87,8.39,9.17
05:06:17:52:00,79,11.5,50,8.38,7.72,8
05:06:17:57:00,78.9,11.6,49.83,6.84,7.09,6.78
05:06:18:02:00,78.8,11.7,49.67,5.72,6.52,5.88
05:06:18:07:00,78.8,11.8,49.5,5.22,6.03,5.43
05:06:18:12:00,78.7,11.9,49.33,4.73,5.55,4.98
05:06:18:17:00,78.6,12,49.17,4.24,5.07,4.53
05:06:18:22:00,78.5,12.1,49,3.74,4.58,4.09
05:06:18:27:00,78.5,12.2,48.83,3.25,4.1,3.64
05:06:18:32:00,78.4,12.3,48.67,2.76,3.62,3.19
05:06:18:37:00,78.3,12.4,48.5,2.27,3.13,2.74
05:06:18:42:00,78.2,12.5,48.33,1.77,2.65,2.29
05:06:18:47:00,78.2,12.6,48.17,1.28,2.17,1.85
05:06:18:52:00,78.1,12.7,48,0.79,1.68,1.4
05:06:18:57:00,77.8,12.4,48.75,0.3,1.2,0.95
05:06:19:02:00,77.6,12.1,49.5,0,0.88,0.66
05:06:19:07:00,77.3,11.8,50.25,0,0.8,0.6
05:06:19:12:00,77.1,11.5,51,0,0.73,0.55
05:06:19:17:00,76.8,11.2,51.75,0,0.65,0.49
05:06:19:22:00,76.5,10.9,52.5,0,0.58,0.43
05:06:19:27:00,76.3,10.7,53.25,0,0.5,0.38
05:06:19:32:00,76,10.4,54,0,0.42,0.32
05:06:19:37:00,75.8,10.1,54.75,0,0.35,0.26
05:06:19:42:00,75.5,9.8,55.5,0,0.27,0.2
05:06:19:47:00,75.3,9.5,56.25,0,0.2,0.15
05:06:19:52:00,75,9.2,57,0,0.12,0.09
05:06:19:57:00,74.9,9,57.17,0,0.05,0.03
05:06:20:02:00,74.8,8.8,57.33,0,0,0
05:06:20:07:00,74.7,8.6,57.5,0,0,0
05:06:20:12:00,74.6,8.4,57.67,0,0,0
05:06:20:17:00,74.5,8.2,57.83,0,0,0
05:06:20:22:00,74.4,8,58,0,0,0
05:06:20:27:00,74.4,7.9,58.17,0,0,0
05:06:20:32:00,74.3,7.7,58.33,0,0,0
05:06:20:37:00,74.2,7.5,58.5,0,0,0
05:06:20:42:00,74.1,7.3,58.67,0,0,0
05:06:20:47:00,74,7.1,58.83,0,0,0
05:06:20:52:00,73.9,6.9,59,0,0,0
05:06:20:57:00,73.7,7,59.58,0,0,0
05:06:21:02:00,73.6,7.1,60.17,0,0,0
05:06:21:07:00,73.4,7.2,60.75,0,0,0
05:06:21:12:00,73.3,7.3,61.33,0,0,0
05:06:21:17:00,73.1,7.4,61.92,0,0,0
05:06:21:22:00,72.9,7.5,62.5,0,0,0
05:06:21:27:00,72.8,7.6,63.08,0,0,0
05:06:21:32:00,72.6,7.7,63.67,0,0,0
05:06:21:37:00,72.5,7.8,64.25,0,0,0
05:06:21:42:00,72.3,7.9,64.83,0,0,0
05:06:21:47:00,72.2,8,65.42,0,0,0
05:06:21:52:00,72,8.1,66,0,0,0
05:06:21:57:00,71.9,7.9,66.17,0,0,0
05:06:22:02:00,71.8,7.7,66.33,0,0,0
05:06:22:07:00,71.8,7.5,66.5,0,0,0
05:06:22:12:00,71.7,7.3,66.67,0,0,0
05:06:22:17:00,71.6,7.1,66.83,0,0,0
05:06:22:22:00,71.5,6.9,67,0,0,0
05:06:22:27:00,71.5,6.8,67.17,0,0,0
05:06:22:32:00,71.4,6.6,67.33,0,0,0
05:06:22:37:00,71.3,6.4,67.5,0,0,0
05:06:22:42:00,71.2,6.2,67.67,0,0,0
05:06:22:47:00,71.2,6,67.83,0,0,0
05:06:22:52:00,71.1,5.8,68,0,0,0
05:06:22:57:00,70.9,5.9,68.42,0,0,0
05:06:23:02:00,70.8,6,68.83,0,0,0
05:06:23:07:00,70.6,6.1,69.25,0,0,0
05:06:23:12:00,70.4,6.2,69.67,0,0,0
05:06:23:17:00,70.3,6.3,70.08,0,0,0
05:06:23:22:00,70.1,6.4,70.5,0,0,0
05:06:23:27:00,69.9,6.4,70.92,0,0,0
05:06:23:32:00,69.8,6.5,71.33,0,0,0
05:06:23:37:00,69.6,6.6,71.75,0,0,0
05:06:23:42:00,69.4,6.7,72.17,0,0,0
05:06:23:47:00,69.3,6.8,72.58,0,0,0
05:06:23:52:00,69.1,6.9,73,0,0,0
05:06:23:57:00,69,6.9,73.42,0,0,0
05:07:00:02:00,68.9,6.9,73.83,0,0,0
05:07:00:07:00,68.8,6.9,74.25,0,0,0
05:07:00:12:00,68.7,6.9,74.67,0,0,0
05:07:00:17:00,68.6,6.9,75.08,0,0,0
05:07:00:22:00,68.5,6.9,75.5,0,0,0
05:07:00:27:00,68.5,6.9,75.92,0,0,0
05:07:00:32:00,68.4,6.9,76.33,0,0,0
05:07:00:37:00,68.3,6.9,76.75,0,0,0
05:07:00:42:00,68.2,6.9,77.17,0,0,0
05:07:00:47:00,68.1,6.9,77.58,0,0,0
05:07:00:52:00,68,6.9,78,0,0,0
05:07:00:57:00,67.8,6.8,78.5,0,0,0
05:07:01:02:00,67.7,6.7,79,0,0,0
05:07:01:07:00,67.5,6.6,79.5,0,0,0
05:07:01:12:00,67.3,6.5,80,0,0,0
05:07:01:17:00,67.2,6.4,80.5,0,0,0
05:07:01:22:00,67,6.3,81,0,0,0
05:07:01:27:00,66.8,6.3,81.5,0,0,0
05:07:01:32:00,66.7,6.2,82,0,0,0
05:07:01:37:00,66.5,6.1,82.5,0,0,0
05:07:01:42:00,66.3,6,83,0,0,0
05:07:01:47:00,66.2,5.9,83.5,0,0,0
05:07:01:52:00,66,5.8,84,0,0,0
05:07:01:57:00,65.9,5.9,84,0,0,0
05:07:02:02:00,65.8,6,84,0,0,0
05:07:02:07:00,65.7,6.1,84,0,0,0
05:07:02:12:00,65.6,6.2,84,0,0,0
05:07:02:17:00,65.5,6.3,84,0,0,0
05:07:02:22:00,65.4,6.4,84,0,0,0
05:07:02:27:00,65.4,6.4,84,0,0,0
05:07:02:32:00,65.3,6.5,84,0,0,0
05:07:02:37:00,65.2,6.6,84,0,0,0
05:07:02:42:00,65.1,6.7,84,0,0,0
05:07:02:47:00,65,6.8,84,0,0,0
05:07:02:52:00,64.9,6.9,84,0,0,0
05:07:02:57:00,65.2,7.2,83.76,0,0,0
05:07:03:02:00,65.5,7.5,83.52,0,0,0
05:07:03:07:00,65.8,7.8,83.29,0,0,0
05:07:03:12:00,66.1,8,83.05,0,0,0
05:07:03:13:00,66.2,8.1,83,0,0,0
05:07:03:18:00,66,8.1,82.74,0,0,0
05:07:03:23:00,65.9,8.1,82.49,0,0,0
05:07:03:28:00,65.7,8.1,82.23,0,0,0
05:07:03:33:00,65.5,8.1,81.97,0,0,0
05:07:03:38:00,65.4,8.1,81.72,0,0,0
05:07:03:43:00,65.2,8.1,81.46,0,0,0
05:07:03:48:00,65,8.1,81.21,0,0,0
05:07:03:52:00,64.9,8.1,81,0,0,0
05:07:03:57:00,64.8,7.8,81.5,0,0,0
05:07:04:02:00,64.7,7.5,82,0.01,0.08,0.06
05:07:04:07:00,64.7,7.2,82.5,0.03,0.27,0.21
05:07:04:12:00,64.6,6.9,83,0.05,0.45,0.36
05:07:04:17:00,64.5,6.6,83.5,0.06,0.64,0.51
05:07:04:22:00,64.4,6.3,84,0.08,0.83,0.66
05:07:04:27:00,64.4,6.1,84.5,0.1,1.02,0.81
05:07:04:32:00,64.3,5.8,85,0.12,1.21,0.96
05:07:04:37:00,64.2,5.5,85.5,0.14,1.4,1.1
05:07:04:42:00,64.1,5.2,86,0.16,1.59,1.25
05:07:04:47:00,64.1,4.9,86.5,0.18,1.78,1.4
05:07:04:52:00,64,4.6,87,0.2,1.97,1.55
05:07:04:57:00,64.2,4.6,87.42,0.21,2.2,1.66
05:07:05:02:00,64.3,4.6,87.83,0.6,2.6,1.97
05:07:05:04:00,64.4,4.6,88,0.97,2.86,2.22
05:07:05:09:00,64.4,4.7,87.9,1.89,3.48,2.86
05:07:05:14:00,64.3,4.9,87.79,2.81,4.12,3.49
05:07:05:19:00,64.3,5,87.69,3.71,4.75,4.11
05:07:05:24:00,64.2,5.1,87.58,4.6,5.39,4.73
05:07:05:29:00,64.2,5.2,87.48,5.48,6.04,5.34
05:07:05:34:00,64.1,5.4,87.37,6.34,6.69,5.94
05:07:05:39:00,64.1,5.5,87.27,7.19,7.35,6.53
05:07:05:44:00,64.1,5.6,87.17,8.03,8.01,7.11
05:07:05:49:00,64,5.7,87.06,8.85,8.68,7.69
05:07:05:52:00,64,5.8,87,9.34,9.08,8.03
05:07:05:57:00,64.2,7.3,87.45,10.22,9.72,8.65
05:07:06:02:00,64.4,8.9,87.91,11.24,10.37,9.51
05:07:06:03:00,64.4,9.2,88,11.49,10.51,9.76
05:07:06:08:00,64.4,9.2,88,12.74,11.19,10.98
05:07:06:11:00,64.4,9.2,88,13.48,11.59,11.72
05:07:06:16:00,64.4,9.1,88.24,14.73,12.27,12.94
05:07:06:21:00,64.3,8.9,88.49,15.97,12.95,14.17
05:07:06:26:00,64.3,8.8,88.73,17.21,13.62,15.39
05:07:06:31:00,64.2,8.7,88.98,18.46,14.3,16.62
05:07:06:36:00,64.2,8.5,89.22,19.7,14.98,17.85
05:07:06:41:00,64.1,8.4,89.46,20.94,15.66,19.07
05:07:06:46:00,64.1,8.3,89.71,22.19,16.33,20.3
05:07:06:51:00,64,8.1,89.95,23.43,17.01,21.52
05:07:06:52:00,64,8.1,90,23.68,17.15,21.77
05:07:06:57:00,64.1,8,89.75,24.92,17.83,22.99
05:07:07:02:00,64.2,7.9,89.5,25.99,18.47,24.27
05:07:07:07:00,64.2,7.8,89.25,26.79,19.05,25.63
05:07:07:12:00,64.3,7.7,89,27.59,19.64,26.99
05:07:07:17:00,64.4,7.6,88.75,28.4,20.22,28.35
05:07:07:22:00,64.5,7.5,88.5,29.2,20.81,29.7
05:07:07:27:00,64.5,7.4,88.25,30,21.39,31.06
05:07:07:32:00,64.6,7.3,88,30.8,21.98,32.42
05:07:07:37:00,64.7,7.2,87.75,31.6,22.56,33.78
05:07:07:42:00,64.8,7.1,87.5,32.4,23.15,35.14
05:07:07:47:00,64.8,7,87.25,33.21,23.73,36.5
05:07:07:52:00,64.9,6.9,87,34.01,24.32,37.85
05:07:07:57:00,65.1,7,86.5,34.81,24.9,39.21
05:07:08:02:00,65.2,7.1,86,35.49,25.43,40.52
05:07:08:07:00,65.4,7.2,85.5,36,25.86,41.74
05:07:08:12:00,65.6,7.3,85,36.51,26.29,42.97
05:07:08:17:00,65.7,7.4,84.5,37.02,26.72,44.19
05:07:08:22:00,65.9,7.5,84,37.53,27.15,45.42
05:07:08:27:00,66.1,7.6,83.5,38.04,27.58,46.65
05:07:08:32:00,66.2,7.7,83,38.54,28.01,47.87
05:07:08:37:00,66.4,7.8,82.5,39.05,28.44,49.1
05:07:08:42:00,66.6,7.9,82,39.56,28.88,50.32
05:07:08:47:00,66.7,8,81.5,40.07,29.31,51.55
05:07:08:52:00,66.9,8.1,81,40.58,29.74,52.77
05:07:08:57:00,66.9,7.9,81,41.09,30.17,54
05:07:09:02:00,66.9,7.7,81,41.51,30.54,55.1
05:07:09:07:00,66.9,7.5,81,41.81,30.83,56.03
05:07:09:12:00,66.9,7.3,81,42.11,31.12,56.95
05:07:09:17:00,66.9,7.1,81,42.41,31.4,57.87
05:07:09:22:00,66.9,6.9,81,42.71,31.69,58.79
05:07:09:27:00,66.9,6.8,81,43,31.98,59.71
05:07:09:32:00,66.9,6.6,81,43.3,32.27,60.64
05:07:09:37:00,66.9,6.4,81,43.6,32.55,61.56
05:07:09:42:00,66.9,6.2,81,43.9,32.84,62.48
05:07:09:47:00,66.9,6,81,44.2,33.13,63.4
05:07:09:52:00,66.9,5.8,81,44.5,33.42,64.33
05:07:09:57:00,67.1,5.7,80.5,44.79,33.7,65.25
05:07:10:02:00,67.3,5.6,80,45.02,33.94,66.01
05:07:10:07:00,67.5,5.5,79.5,45.13,34.09,66.52
05:07:10:12:00,67.6,5.4,79,45.24,34.25,67.03
05:07:10:17:00,67.8,5.3,78.5,45.35,34.4,67.54
05:07:10:22:00,68,5.2,78,45.46,34.55,68.05
05:07:10:27:00,68.2,5.1,77.5,45.57,34.71,68.57
05:07:10:32:00,68.4,5,77,45.68,34.86,69.08
05:07:10:37:00,68.6,4.9,76.5,45.79,35.02,69.59
05:07:10:42:00,68.7,4.8,76,45.9,35.17,70.1
05:07:10:47:00,68.9,4.7,75.5,46.01,35.32,70.61
05:07:10:52:00,69.1,4.6,75,46.12,35.48,71.12
